id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
20154,KIDI,small_airport,Indiana County/Jimmy Stewart Fld/ Airport,40.63219833,-79.10549927,1405,NA,US,US-PA,Indiana,no,KIDI,IDI,IDI,http://www.jimmystewartairport.com/,https://en.wikipedia.org/wiki/Indiana_County-Jimmy_Stewart_Airport,
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,yes,KIND,IND,IND,http://www.indianapolisairport.com/,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,
27302,IBL,medium_airport,Indigo Bay Lodge Airport,-21.708,35.452801,20,AF,MZ,MZ-I,Bazaruto Island,no,,IBL,,,https://en.wikipedia.org/wiki/Indigo_Bay_Lodge_Airport,
26555,VIDP,large_airport,Indira Gandhi International Airport,28.55563,77.09519,777,AS,IN,IN-DL,New Delhi,yes,VIDP,DEL,,http://www.newdelhiairport.in/,https://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,Palam Air Force Station
27631,YIDK,small_airport,Indulkana Airport,-26.9666996,133.3249969,401,OC,AU,AU-SA,,no,YIDK,IDK,,,,
23301,NM83,small_airport,Industrial Airpark,32.7668,-103.209,3707,NA,US,US-NM,Hobbs,no,NM83,HBB,NM83,,https://en.wikipedia.org/wiki/Hobbs_Army_Airfield,"Hobbs Army Airfield, Hobbs Municipal Airport, Crossroads Intercontinental Airport"
4655,N20,small_airport,Ine Airport,7.005553,171.656959,4,OC,MH,MH-ARN,Arno Atoll,no,,IMI,N20,,,
20089,KHSP,small_airport,Ingalls Field,37.95140076,-79.83390045,3793,NA,US,US-VA,Hot Springs,no,KHSP,HSP,HSP,,,
4700,MMCP,medium_airport,Ingeniero Alberto Acuña Ongay International Airport,19.81679916,-90.50029755,34,NA,MX,MX-CAM,Campeche,yes,MMCP,CPE,,,https://en.wikipedia.org/wiki/Ing._Alberto_Acu%C3%B1a_Ongay_International_Airport,
5773,SACO,medium_airport,Ingeniero Ambrosio Taravella Airport,-31.323601,-64.208,1604,SA,AR,AR-X,Cordoba,yes,SACO,COR,CBA,,https://en.wikipedia.org/wiki/Ingeniero_Ambrosio_L.V._Taravella_International_Airport,
5825,SAVJ,small_airport,Ingeniero Jacobacci - Captain H R Bordón Airport,-41.3209,-69.574898,2925,SA,AR,AR-R,Ingeniero Jacobacci,no,SAVJ,IGB,IJC,,,
27014,YIGM,small_airport,Ingham Airport,-18.664149,146.145804,49,OC,AU,AU-QLD,,no,YIGM,IGH,,,,
31603,BIID,small_airport,Ingjaldssanður Airport,66.05000305,-23.69610023,70,EU,IS,IS-4,Onundarfjörður,no,BIID,HLO,,,,
2753,ETSI,medium_airport,Ingolstadt Manching Airport,48.71569824,11.5340004,1202,EU,DE,DE-BY,Manching,no,ETSI,IGS,,,https://en.wikipedia.org/wiki/Ingolstadt_Manching_Airport,
29974,FQIA,small_airport,Inhaca Airport,-25.9971447,32.92935181,10,AF,MZ,MZ-L,Inhaca,no,FQIA,IHC,,,https://en.wikipedia.org/wiki/Inhaca_Airport,
2972,FQIN,medium_airport,Inhambane Airport,-23.8764,35.408501,30,AF,MZ,MZ-I,Inhambane,yes,FQIN,INH,,,https://en.wikipedia.org/wiki/Inhambane_Airport,
311990,IMG,small_airport,Inhaminga Airport,-18.41,35.0045,1072,AF,MZ,MZ-S,Inhaminga,no,,IMG,,,,
29222,EIIR,small_airport,Inisheer Aerodrome,53.064701,-9.5109,40,EU,IE,IE-G,Inis Oírr,yes,EIIR,INQ,,,https://en.wikipedia.org/wiki/Inisheer_Aerodrome,Aran Islands
29226,EIMN,small_airport,Inishmaan Aerodrome,53.0929985,-9.568059921,15,EU,IE,IE-G,Inis Meáin,yes,EIMN,IIA,,,,Aran Islands
29221,EIIM,small_airport,Inishmore Aerodrome,53.1067009,-9.653610229,24,EU,IE,IE-G,Inis Mór,yes,EIIM,IOR,,,https://en.wikipedia.org/wiki/Inishmore_Aerodrome,Aran Islands
27638,YINJ,small_airport,Injune Airport,-25.851,148.5497,401,OC,AU,AU-QLD,Injune,no,YINJ,INJ,,,,
27634,YIKM,small_airport,Inkerman Airport,-16.229225,141.434607,6,OC,AU,AU-QLD,Inkerman,no,YIKM,IKP,,,,
27639,YINN,small_airport,Innamincka Airport,-27.697589,140.739498,54,OC,AU,AU-SA,,no,YINN,INM,,,,
27013,YIFL,small_airport,Innisfail Airport,-17.55940056,146.0119934,46,OC,AU,AU-QLD,,no,YIFL,IFL,,,,
4431,LOWI,medium_airport,Innsbruck Airport,47.260201,11.344,1907,EU,AT,AT-7,Innsbruck,yes,LOWI,INN,,http://www.innsbruck-airport.com/,https://en.wikipedia.org/wiki/Innsbruck_Airport,Kranebitten Airport
31679,FZBA,small_airport,Inongo Airport,-1.947219968,18.28580093,1040,AF,CD,CD-BN,Inongo,yes,FZBA,INO,,,,
42946,UUYI,medium_airport,Inta Airport,66.053372,60.105786,184,EU,RU,RU-KO,Inta,no,UUYI,INA,,,https://en.wikipedia.org/wiki/Inta_Airport,Аэропорт Инта
1847,CYPH,medium_airport,Inukjuak Airport,58.47190094,-78.07689667,83,NA,CA,CA-QC,Inukjuak,yes,CYPH,YPH,,,https://en.wikipedia.org/wiki/Inukjuak_Airport,
1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,68.30419922,-133.4830017,224,NA,CA,CA-NT,Inuvik,yes,CYEV,YEV,,,https://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport,
5045,NZNV,medium_airport,Invercargill Airport,-46.41239929,168.3130035,5,OC,NZ,NZ-STL,Invercargill,yes,NZNV,IVC,,http://www.invercargillairport.co.nz/index.htm,https://en.wikipedia.org/wiki/Invercargill_Airport,
27016,YIVL,medium_airport,Inverell Airport,-29.88829994,151.1439972,2667,OC,AU,AU-NSW,Inverell,no,YIVL,IVR,,,https://en.wikipedia.org/wiki/Inverell_Airport,
2460,EGPE,medium_airport,Inverness Airport,57.54249954,-4.047500134,31,EU,GB,GB-SCT,Inverness,yes,EGPE,INV,,http://www.hial.co.uk/inverness-airport.html,https://en.wikipedia.org/wiki/Inverness_Airport,
31689,YINW,small_airport,Inverway Airport,-17.84110069,129.6430054,,OC,AU,AU-NT,Inverway,no,YINW,IVW,,,,
41606,ZA-0097,small_airport,Inyati Airport,-24.77770042,31.38549995,1245,AF,ZA,ZA-NP,Inyati,no,,INY,,,,
20200,KIYK,small_airport,Inyokern Airport,35.65879822,-117.8300018,2457,NA,US,US-CA,Inyokern,no,KIYK,IYK,IYK,,https://en.wikipedia.org/wiki/Inyokern_Airport,
4257,LGIO,medium_airport,Ioannina Airport,39.69639969,20.82250023,1558,EU,GR,GR-33,Ioannina,yes,LGIO,IOA,,,https://en.wikipedia.org/wiki/Ioannina_National_Airport,
4266,LGKR,medium_airport,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,6,EU,GR,GR-22,Kerkyra Island,yes,LGKR,CFU,,,https://en.wikipedia.org/wiki/Corfu_International_Airport%2C_%26quot%3BIoannis_Kapodistrias%26quot%3B,Corfu
313294,IOK,small_airport,Iokea Airport,-8.401,146.277,39,OC,PG,PG-GPK,Iokea,no,,IOK,IOK,,,
313299,IOP,small_airport,Ioma Airport,-8.3614,147.84,95,OC,PG,PG-NPP,Ioma,no,,IOP,IOMA,,,
18982,K6D9,small_airport,Iosco County Airport,44.312801,-83.422302,606,NA,US,US-MI,East Tawas,no,,ECA,6D9,http://www.us23heritageroute.org/location.asp?ait=av&aid=839,,
5535,RJAW,medium_airport,Ioto (Iwo Jima) Air Base,24.784153,141.32261,384,AS,JP,JP-13,Ogasawara,no,RJAW,IWO,,,https://en.wikipedia.org/wiki/Central_Field_(Iwo_Jima),"Iwo Jima Airport, Central Field"
20182,KIOW,small_airport,Iowa City Municipal Airport,41.6391983,-91.54650116,668,NA,US,US-IA,Iowa City,no,KIOW,IOW,IOW,http://www.icgov.org/?id=1501,https://en.wikipedia.org/wiki/Iowa_City_Municipal_Airport,
20159,KIFA,small_airport,Iowa Falls Municipal Airport,42.47079849,-93.26999664,1137,NA,US,US-IA,Iowa Falls,no,KIFA,IFA,IFA,http://www.cityofiowafalls.com/airport.asp,,
327,SNIU,small_airport,Ipiaú Airport,-14.1338892,-39.73389053,492,SA,BR,BR-BA,Ipiaú,no,SNIU,IPU,SNIU,,,
31683,RPMV,small_airport,Ipil Airport,7.785560131,122.6019974,,AS,PH,PH-ZSI,Ipil,no,RPMV,IPE,,,,
544,SWII,small_airport,Ipiranga Airport,-2.939069986,-69.69400024,131,SA,BR,BR-AM,Santo Antônio Do Içá,no,SWII,IPG,SWII,,,
31682,NVVI,small_airport,Ipota Airport,-18.856389,169.283333,23,OC,VU,VU-TAE,Ipota,yes,NVVI,IPA,,,https://en.wikipedia.org/wiki/Ipota_Airport,
1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110,NA,CA,CA-NU,Iqaluit,yes,CYFB,YFB,,,https://en.wikipedia.org/wiki/Iqaluit_Airport,Frobisher Bay Air Base
18578,K2F0,small_airport,Iraan Municipal Airport,30.90570068,-101.8919983,2200,NA,US,US-TX,Iraan,no,,IRB,2F0,,,
5210,OIZI,medium_airport,Iranshahr Airport,27.236099,60.720001,2040,AS,IR,IR-11,Iranshahr,no,OIZI,IHR,,,https://en.wikipedia.org/wiki/Iranshahr_Airport,
322,SNIC,small_airport,Irecê Airport,-11.33990002,-41.84700012,2561,SA,BR,BR-BA,Irecê,no,SNIC,IRE,SNIC,,,
2534,EIKN,medium_airport,Ireland West Knock Airport,53.910301,-8.81849,665,EU,IE,IE-MO,Charlestown,yes,EIKN,NOC,,http://www.irelandwestairport.com/,https://en.wikipedia.org/wiki/Ireland_West_Airport_Knock,Connaught
3253,HTIR,medium_airport,Iringa Airport,-7.668630123,35.7521019,4678,AF,TZ,TZ-04,Nduli,no,HTIR,IRI,,,,
42077,MHIR,small_airport,Iriona Airport,15.93916702,-85.13722229,8,NA,HN,HN-CL,Iriona,no,MHIR,IRN,,,,
6465,UIII,medium_airport,Irkutsk International Airport,52.268002,104.389,1675,EU,RU,RU-IRK,Irkutsk,yes,UIII,IKT,,http://www.iktport.ru/,https://en.wikipedia.org/wiki/Irkutsk_Airport,
122,BIIS,medium_airport,Ísafjörður Airport,66.05809784,-23.13529968,8,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,,,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,
26528,VGIS,medium_airport,Ishurdi Airport,24.15250015,89.04940033,45,AS,BD,BD-5,Ishurdi,no,VGIS,IRD,,,,
27015,YISF,small_airport,Isisford Airport,-24.25830078,144.4250031,694,OC,AU,AU-QLD,,no,YISF,ISI,,,,
26777,WAOI,small_airport,Iskandar Airport,-2.7052,111.672997,75,AS,ID,ID-KT,Pangkalanbun-Borneo Island,yes,WAGI,PKN,,,https://en.wikipedia.org/wiki/Iskandar_Airport,WRBI
30837,HCMS,small_airport,Iskushuban Airport,10.3,50.233002,1121,AF,SO,SO-BR,Iskushuban,no,HCMS,CMS,,,,Scusciuban
4715,MMIM,small_airport,Isla Mujeres Airport,21.24500084,-86.73999786,7,NA,MX,MX-ROO,,no,MMIM,ISJ,,,,
333692,OPIS,large_airport,Islamabad International Airport,33.549,72.82566,1761,AS,PK,PK-PB,Islamabad,yes,OPIS,ISB,,http://www.islamabadairport.com.pk/,https://en.wikipedia.org/wiki/Islamabad_International_Airport,
1776,CYIV,medium_airport,Island Lake Airport,53.85720062,-94.6536026,770,NA,CA,CA-MB,Island Lake,yes,CYIV,YIV,,,https://en.wikipedia.org/wiki/Island_Lake_Airport,
2463,EGPI,medium_airport,Islay Airport,55.68190002,-6.256669998,56,EU,GB,GB-SCT,Port Ellen,yes,EGPI,ILY,,,https://en.wikipedia.org/wiki/Islay_Airport,Glenegedale
2447,EGNS,medium_airport,Isle of Man Airport,54.08330154,-4.623889923,52,EU,IM,IM-U-A,Castletown,yes,EGNS,IOM,,http://www.iom-airport.com/,https://en.wikipedia.org/wiki/Isle_of_Man_Airport,"Ronaldsway, Douglas"
32147,MRIA,small_airport,Islita Airport,9.856109619,-85.3707962,7,NA,CR,CR-G,Nandayure,yes,MRIA,PBP,,,,
6425,UAFL,medium_airport,Issyk-Kul International Airport,42.585584,76.701181,5425,AS,KG,KG-Y,Tamchy,yes,UCFL,IKU,IKU,http://www.airport.kg/index.php?option=com_content&view=article&id=4&Itemid=6,https://en.wikipedia.org/wiki/Tamchy_Airport,"UAFL, Issyk-Kul Airport, Chok-Tal Airport, Аэропорт Тамчы, Аэропорт Иссык-Куль, Аэропорт Чок-Тал"
317457,LTFM,large_airport,İstanbul Airport,41.261297,28.741951,325,AS,TR,TR-34,"Arnavutköy, Istanbul",yes,LTFM,IST,,http://www.igairport.com/en,https://en.wikipedia.org/wiki/Istanbul_Airport,
4528,LTBA,large_airport,İstanbul Atatürk Airport,40.971913,28.823714,163,AS,TR,TR-34,"Bakırköy, Istanbul",yes,LTBA,ISL,,http://www.ataturkairport.com/eng/,https://en.wikipedia.org/wiki/Istanbul_Atat%C3%BCrk_Airport,"Ataturk, Yeşilköy, Yesilkoy"
4569,LTFJ,large_airport,Istanbul Sabiha Gökçen International Airport,40.898602,29.3092,312,AS,TR,TR-34,"Pendik, Istanbul",yes,LTFJ,SAW,,http://www.sgairport.com/,https://en.wikipedia.org/wiki/Istanbul_Sabiha_G%C3%B6k%C3%A7en_International_Airport,Sabiha Gökçen Havalimanı
5915,SBIC,medium_airport,Itacoatiara Airport,-3.126539,-58.481668,142,SA,BR,BR-AM,Itacoatiara,no,SBIC,ITA,AM0012,,https://pt.wikipedia.org/wiki/Aeroporto_de_Itacoatiara,
5916,SBIH,medium_airport,Itaituba Airport,-4.242131,-56.000651,110,SA,BR,BR-PA,Itaituba,yes,SBIH,ITB,PA0010,,https://en.wikipedia.org/wiki/Itaituba_Airport,
35568,SDIM,small_airport,Itanhaém Airport,-24.159729,-46.790604,13,SA,BR,BR-SP,Itanhaém,no,SDIM,JTN,,http://www.voa-sp.com.br/,https://en.wikipedia.org/wiki/Itanhaém_Airport,
208,SDUN,small_airport,Itaperuna Airport,-21.21929932,-41.87590027,410,SA,BR,BR-RJ,Itaperuna,no,SDUN,ITP,SDUN,,http://pt.wikipedia.org/wiki/Aeroporto_de_Itaperuna,
325,SNIP,small_airport,Itapetinga Airport,-15.24450016,-40.27719879,915,SA,BR,BR-BA,Itapetinga,no,SNIP,QIT,SNIP,,,
29983,SSIQ,small_airport,Itaqui Airport,-29.17309952,-56.5367012,230,SA,BR,BR-RS,Itaqui,no,SSIQ,ITQ,,,,
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,1099,NA,US,US-NY,Ithaca,yes,KITH,ITH,ITH,,https://en.wikipedia.org/wiki/Ithaca_Tompkins_Regional_Airport,
308235,ITK,small_airport,Itokama Airport,-9.201527,148.264261,2563,OC,PG,PG-NPP,Itokama,no,AYIK,ITK,ITK,,,
37382,SNZW,small_airport,Ituberá Airport,-13.731571,-39.140377,23,SA,BR,BR-BA,Ituberá,no,SNZW,ITE,BA0063,,,
319423,UHSI,small_airport,Iturup Airport,45.256389,147.95549,387,EU,RU,RU-SAK,Kurilsk,yes,UHSI,ITU,,,https://en.wikipedia.org/wiki/Iturup_Airport,
29073,EDHF,small_airport,Itzehoe/Hungriger Wolf Airfield,53.992009,9.576409,89,EU,DE,DE-SH,Itzehoe,no,EDHF,IZE,,,https://de.wikipedia.org/wiki/Flugplatz_Itzehoe/Hungriger_Wolf,
2314,EFIV,medium_airport,Ivalo Airport,68.6072998,27.40530014,481,EU,FI,FI-10,Ivalo,yes,EFIV,IVL,,http://www.finavia.fi/en/ivalo/,https://en.wikipedia.org/wiki/Ivalo_Airport,
6480,UKLI,medium_airport,Ivano-Frankivsk International Airport,48.88420105,24.68610001,919,EU,UA,UA-26,Ivano-Frankivsk,yes,UKLI,IFO,,http://www.aeroportifua.ifrastudio.com/index.php?area=2,https://en.wikipedia.org/wiki/Ivano-Frankivsk_International_Airport,Міжнародний аеропорт Івано-Франківськ
31690,UUBI,medium_airport,Ivanovo South Airport,56.93939972,40.94079971,410,EU,RU,RU-IVA,Ivanovo,yes,UUBI,IWA,,,https://en.wikipedia.org/wiki/Ivanovo_Yuzhny_Airport,"Ivanovo Yuzhniy Airport, Ivanovo Yuzhny Airport, Аэропорт Иваново Южный"
2908,FMMI,large_airport,Ivato Airport,-18.7969,47.478802,4198,AF,MG,MG-T,Antananarivo,yes,FMMI,TNR,,,https://en.wikipedia.org/wiki/Ivato_Airport,
1774,CYIK,medium_airport,Ivujivik Airport,62.41730118,-77.9253006,126,NA,CA,CA-QC,Ivujivik,yes,CYIK,YIK,,,https://en.wikipedia.org/wiki/Ivujivik_Airport,
5595,RJOI,medium_airport,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,34.146333,132.247238,7,AS,JP,JP-35,Iwakuni,yes,RJOI,IWK,,http://www.iwakuni-airport.jp/,https://en.wikipedia.org/wiki/Marine_Corps_Air_Station_Iwakuni,"mcas iwakuni, iwakuni, kintaikyo"
5602,RJOW,medium_airport,Iwami Airport,34.67639923,131.7899933,184,AS,JP,JP-32,Masuda,yes,RJOW,IWJ,,,https://en.wikipedia.org/wiki/Iwami_Airport,
4766,MMZH,medium_airport,Ixtapa Zihuatanejo International Airport,17.60160065,-101.4609985,26,NA,MX,MX-GRO,Ixtapa,yes,MMZH,ZIH,,,https://en.wikipedia.org/wiki/Ixtapa-Zihuatanejo_International_Airport,
4717,MMIT,medium_airport,Ixtepec Airport,16.449301,-95.093697,164,NA,MX,MX-OAX,Ixtepec,yes,MMIT,IZT,,,https://en.wikipedia.org/wiki/Ixtepec_Airport,
31670,USII,medium_airport,Izhevsk Airport,56.8280983,53.45750046,531,EU,RU,RU-UD,Izhevsk,yes,USII,IJK,,,https://en.wikipedia.org/wiki/Izhevsk_Airport,Аэропорт Ижевск
5592,RJOC,medium_airport,Izumo Enmusubi Airport,35.413601,132.889999,15,AS,JP,JP-32,Izumo,yes,RJOC,IZO,,,https://en.wikipedia.org/wiki/Izumo_Airport,"izumo, enmusubi, en-musubi"
6412,TVSB,medium_airport,J F Mitchell Airport,12.9884,-61.262001,15,NA,VC,VC-06,Bequia,no,TVSB,BQU,,,https://en.wikipedia.org/wiki/J._F._Mitchell_Airport,
21256,KU14,small_airport,J. Randy McKnight Nephi Municipal Airport,39.73681,-111.870063,5022,NA,US,US-UT,Nephi,no,KU14,NPH,U14,http://nephi.utah.gov/airport/,,
315625,OOJA,small_airport,Ja'Aluni Airport,19.4749,57.3083,560,AS,OM,OM-WU,Duqm,no,OOJA,JNJ,,,,
26447,VAJB,medium_airport,Jabalpur Airport,23.17779922,80.05200195,1624,AS,IN,IN-MP,,yes,VAJB,JLR,,,https://en.wikipedia.org/wiki/Jabalpur_Airport,
27018,YJAB,small_airport,Jabiru Airport,-12.6583004,132.8930054,85,OC,AU,AU-NT,,no,YJAB,JAB,,,,
35202,MH-JAT,small_airport,Jabot Airport,7.749774756,168.9778376,20,OC,MH,MH-ALL,Ailinglapalap Atoll,no,,JAT,,,https://en.wikipedia.org/wiki/Jabot_Airport,
5898,SBEK,medium_airport,Jacareacanga Airport,-6.23316,-57.776901,295,SA,BR,BR-PA,Jacareacanga,no,SBEK,JCR,PA0011,,,
30340,SBJR,small_airport,Jacarepaguá - Roberto Marinho Airport,-22.986773,-43.372194,10,SA,BR,BR-RJ,Rio De Janeiro,no,SBJR,RRJ,RJ0005,https://www4.infraero.gov.br/aeroportos/aeroporto-de-jacarepagua-roberto-marinho/,https://en.wikipedia.org/wiki/Jacarepagu%C3%A1_Airport,
3423,KBPT,medium_airport,Jack Brooks Regional Airport,29.9508,-94.020699,15,NA,US,US-TX,Beaumont/Port Arthur,yes,KBPT,BPT,BPT,https://flysetx.com/,https://en.wikipedia.org/wiki/Jack_Brooks_Regional_Airport,Southeast Texas Regional
20214,KJKA,small_airport,Jack Edwards National Airport,30.290501,-87.671799,17,NA,US,US-AL,Gulf Shores,no,KJKA,GUF,JKA,https://www.flyjka.com/,https://en.wikipedia.org/wiki/Jack_Edwards_Airport,AL15
3443,KCEC,medium_airport,Jack Mc Namara Field Airport,41.78020096,-124.2369995,61,NA,US,US-CA,Crescent City,yes,KCEC,CEC,CEC,,https://en.wikipedia.org/wiki/Del_Norte_County_Airport,Jack McNamara Field
3578,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,NA,US,US-CA,Hawthorne,no,KHHR,HHR,HHR,,https://en.wikipedia.org/wiki/Hawthorne_Municipal_Airport_(California),
18326,K06U,small_airport,Jackpot Airport/Hayden Field,41.97600174,-114.6579971,5213,NA,US,US-NV,Jackpot,no,06U,KPT,06U,,https://en.wikipedia.org/wiki/Jackpot_Airport,
3626,KJXN,medium_airport,Jackson County Reynolds Field,42.25979996,-84.45939636,1001,NA,US,US-MI,Jackson,no,KJXN,JXN,JXN,http://www.co.jackson.mi.us/airport/,https://en.wikipedia.org/wiki/Jackson_County_Airport_(Michigan),
3618,KJAC,medium_airport,Jackson Hole Airport,43.6072998,-110.737999,6451,NA,US,US-WY,Jackson,yes,KJAC,JAC,JAC,,https://en.wikipedia.org/wiki/Jackson_Hole_Airport,
3619,KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346,NA,US,US-MS,Jackson,yes,KJAN,JAN,JAN,,https://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,
19550,KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,41,NA,US,US-FL,Jacksonville,no,KCRG,CRG,CRG,http://www.flyjacksonville.com/content.aspx?id=86,https://en.wikipedia.org/wiki/Jacksonville_Executive_at_Craig_Airport,Craig Municipal Airport
3620,KJAX,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,30,NA,US,US-FL,Jacksonville,yes,KJAX,JAX,JAX,,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,
3730,KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,21,NA,US,US-FL,Jacksonville,no,KNIP,NIP,NIP,,https://en.wikipedia.org/wiki/Naval_Air_Station_Jacksonville,
4824,MTJA,medium_airport,Jacmel Airport,18.24110031,-72.51850128,167,NA,HT,HT-SE,Jacmel,yes,MTJA,JAK,,,https://en.wikipedia.org/wiki/Jacmel_Airport,
328,SNJB,small_airport,Jacobina Airport,-11.16320038,-40.55310059,1640,SA,BR,BR-BA,Jacobina,no,SNJB,JCM,SNJB,,,
21222,KTRM,medium_airport,Jacqueline Cochran Regional Airport,33.62670135,-116.1600037,-115,NA,US,US-CA,Palm Springs,no,KTRM,TRM,TRM,http://www.rcjcra.com/,https://en.wikipedia.org/wiki/Jacqueline_Cochran_Regional_Airport,"Thermal Airport, Desert Resorts Regional Airport, Thermal AAF"
31693,PG-JAQ,small_airport,Jacquinot Bay Airport,-5.652500153,151.5070038,136,OC,PG,PG-EBR,Jacquinot Bay,yes,AYJB,JAQ,JCB,,https://en.wikipedia.org/wiki/Jacquinot_Bay_Airport,
26468,VCCJ,medium_airport,Jaffna International Airport,9.79233,80.070099,33,AS,LK,LK-4,Jaffna,yes,VCCJ,JAF,,,https://en.wikipedia.org/wiki/Jaffna_International_Airport,"SLAF Palaly, Kankesanturai"
19248,KAFN,small_airport,Jaffrey Airport Silver Ranch Airport,42.80509949,-72.00299835,1040,NA,US,US-NH,Jaffrey,no,KAFN,AFN,AFN,http://silverranchairpark.com/,https://en.wikipedia.org/wiki/Jaffrey_Airport_%E2%80%93_Silver_Ranch_Airpark,
31698,IN-JGB,small_airport,Jagdalpur Airport,19.074301,82.036797,1822,AS,IN,IN-CT,Jagdalpur,yes,,JGB,,,,
301009,JGD,medium_airport,Jagdaqi Guangming Airport,50.371389,124.1175,1205,AS,CN,CN-23,Jagdaqi,no,ZYJD,JGD,,,https://en.wikipedia.org/wiki/Jiagedaqi_Airport,"Jagdaqi, Jiagedaqi"
4626,MBGT,medium_airport,JAGS McCartney International Airport,21.4445,-71.142303,13,NA,TC,TC-GT,Cockburn Town,yes,MBGT,GDT,,,https://en.wikipedia.org/wiki/JAGS_McCartney_International_Airport,
5194,OISJ,small_airport,Jahrom Airport,28.58670044,53.57910156,3358,AS,IR,IR-07,Jahrom,no,OISJ,JAR,,,https://en.wikipedia.org/wiki/Jahrom_Airport,
4832,MUCF,medium_airport,Jaime Gonzalez Airport,22.14999962,-80.41419983,102,NA,CU,CU-06,Cienfuegos,yes,MUCF,CFG,,,https://en.wikipedia.org/wiki/Jaime_Gonz%C3%A1lez_Airport,Las Villas Airport
26563,VIJP,medium_airport,Jaipur International Airport,26.8242,75.812202,1263,AS,IN,IN-RJ,Jaipur,yes,VIJP,JAI,,https://www.jaipurairport.com/,https://en.wikipedia.org/wiki/Jaipur_International_Airport,
26564,VIJR,medium_airport,Jaisalmer Airport,26.88870049,70.86499786,751,AS,IN,IN-RJ,,no,VIJR,JSA,,,https://en.wikipedia.org/wiki/Jaisalmer_Airport,Jaisalmer Air Force Station
5071,OAJL,medium_airport,Jalalabad Airport,34.399799,70.498596,1814,AS,AF,AF-NAN,Jalalabad,no,OAJL,JAA,,,https://en.wikipedia.org/wiki/Jalalabad_Airport,
26767,WAMG,small_airport,Jalaluddin Airport,0.6371189952,122.8499985,105,AS,ID,ID-GO,Gorontalo-Celebes Island,yes,WAMG,GTO,,,https://en.wikipedia.org/wiki/Jalaluddin_Airport,
174,SDJL,small_airport,Jales Airport,-20.29299927,-50.54639816,1496,SA,BR,BR-SP,Jales,no,SDJL,JLS,SDJL,,,
32527,MH-UIT,small_airport,Jaluit Airport,5.90924,169.636993,4,OC,MH,MH-JAL,Jabor Jaluit Atoll,yes,,UIT,N55,,https://en.wikipedia.org/wiki/Jaluit_Airport,
5142,OIBJ,medium_airport,Jam Airport,27.82049942,52.35219955,2173,AS,IR,IR-18,Kangan,no,OIBJ,KNR,,,,"Tohid, OIBM"
43324,AO-JMB,small_airport,Jamba Airport,-14.6981926,16.07014847,4912,AF,AO,AO-HUA,Jamba,no,,JMB,,,,
3481,KDAY,medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,1009,NA,US,US-OH,Dayton,yes,KDAY,DAY,DAY,,https://en.wikipedia.org/wiki/Dayton_International_Airport,
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,NA,US,US-ND,Jamestown,yes,KJMS,JMS,JMS,,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,
26565,VIJU,medium_airport,Jammu Airport,32.688849,74.838152,996,AS,IN,IN-JK,Jammu,yes,VIJU,IXJ,,,https://en.wikipedia.org/wiki/Jammu_Airport,Satwari Airport
26448,VAJM,medium_airport,Jamnagar Airport,22.46549988,70.01260376,69,AS,IN,IN-GJ,Jamnagar,yes,VAJM,JGA,,,https://en.wikipedia.org/wiki/Jamnagar_Airport,Jamnagar Air Force Station
26595,VNJP,medium_airport,Janakpur Airport,26.70879936,85.92240143,256,AS,NP,NP-JA,Janakpur,yes,VNJP,JKR,,,https://en.wikipedia.org/wiki/Janakpur_Airport,
332,SNJN,small_airport,Januária Airport,-15.47379971,-44.38550186,1575,SA,BR,BR-MG,Januária,no,SNJN,JNA,SNJN,,,
26857,WIBJ,medium_airport,Japura Airport,-0.352808,102.334999,62,AS,ID,ID-RI,Rengat-Sumatra Island,no,WIBJ,RGT,,,,WIPR
